id_svsa_50k,nome,mae,sexo,dt_nasc,cod_munic_res
2991,JOAO GABRIEL NOGUEIRA PINTO,LARA REZENDE PINTO,1,1979-08-25,210015
2992,PAULO PIRES PORTO,MARIA LUIZA NOVAES PORTO,1,1984-06-28,431260
2993,CALEBE CAMPOS PASTOR,EVELYN ROCHA PASTOR,1,2020-05-08,430750
2994,BRUNA DAS NEVES DA COSTA ARAUJO,MARIA VITORIA MONTENEGRO ARAUJO,2,1975-06-30,432085
2995,LUIZ MIGUEL RIOS NOVAES,JOANA MACEDO NOVAES,1,1982-12-05,210030
2996,HENRIQUE DA ROCHA MORAES DAS NEVES,MARIANE COSTA DAS NEVES,1,1970-03-06,230550
2997,LEO CASA GRANDE CARVALHO,MARINA PINTO CARVALHO,1,1970-08-04,261640
2998,ANTONY NASCIMENTO ALMEIDA,MARIA JULIA AZEVEDO ALMEIDA,1,1980-08-02,310410
2999,ALANA VARGAS GUERRA,MIRELLA CARVALHO GUERRA,2,2010-04-26,320060
3000,BENTO AZEVEDO FOGACA,NATALIA CAMARA FOGACA,1,1982-05-30,510805
3001,ANA LUIZA ABREU MOURA,SARA ALBUQUERQUE MOURA,2,1998-04-14,350700
3002,MIRELLA DA ROCHA CALDEIRA MENDES,MANUELA DA COSTA CALDEIRA MENDES,2,1981-10-24,520753
3003,ANA CECILIA SILVEIRA MACHADO,CECILIA DA LUZ ALBUQUERQUE MACHADO,2,2024-06-20,230640
3004,AGATHA BORGES CAMARGO,MARIA ALICE NASCIMENTO CAMARGO,2,1981-08-17,241240
3005,RHAVI FOGACA CARVALHO,AYLA TEIXEIRA CARVALHO,1,2020-06-15,420570
3006,MARIA FLOR BORGES PACHECO,GABRIELA MENDONCA PACHECO,2,2023-05-06,431915
3007,ANTONY CAMARA PIRES,MIRELLA MACEDO PIRES,1,2006-07-19,431350
3008,ISABEL DA CONCEICAO GONCALVES DA CONCEICAO,MANUELLA BARROS DA CONCEICAO,2,2014-04-27,431600
3009,BRYAN GOMES BARROS,NATALIA DA COSTA NOVAIS BARROS,1,2011-08-29,311340
3010,HEITOR SANTOS SIQUEIRA,JULIANA MACHADO SIQUEIRA,1,2006-06-15,320150
3011,JOAO VITOR ANDRADE DIAS,OLIVIA RIBEIRO DIAS,1,1972-12-21,312670
3012,MARIA ISIS BARBOSA MOURA,MARIA EDUARDA TEIXEIRA MOURA,2,2014-05-29,330190
3013,MARIA DAS NEVES MORAES COSTA,ANA LAURA SOUSA COSTA,2,1995-08-21,430500
3014,MARCOS VINICIUS CUNHA ALVES,MARIA LUISA SIQUEIRA ALVES,1,2009-12-18,431370
3015,LUISA SILVA DA MOTA,NICOLE TEIXEIRA DA MOTA,2,1979-08-29,350460
3016,LAVINIA ARAGAO MONTENEGRO,ANNA LIZ GARCIA MONTENEGRO,2,1979-09-28,355530
3017,BIANCA TEIXEIRA MOURA,MARIA CECILIA LIMA MOURA,2,2009-12-08,110013
3018,LUCCA MENDES LIMA,ISABELLA CAMARGO LIMA,1,1981-04-20,430673
3019,MAYSA CARVALHO RAMOS,VALENTINA REZENDE RAMOS,2,1984-02-03,150304
3020,MARIA FLOR GOMES TEIXEIRA,BRUNA GUERRA TEIXEIRA,2,2015-11-14,411230
3021,ERICK ALMEIDA CAMARA,ANA LIZ ALMEIDA CAMARA,1,1971-04-17,311770
3022,DANILO MELO VARGAS,MARIA LUISA OLIVEIRA VARGAS,1,2013-01-14,315520
3023,CAIO CAMARA SOUSA,ESTHER DA COSTA NOVAIS SOUSA,1,1997-10-19,170625
3024,DOM NOVAES PINTO,MARIA JULIA MARTINS PINTO,1,2016-06-03,315780
3025,CECILIA FERREIRA CARDOSO,MAYA CARVALHO CARDOSO,2,2012-05-08,241255
3026,IGOR VIANA DA CUNHA,STELLA RIBEIRO DA CUNHA,1,1970-06-25,270040
3027,KAIQUE CUNHA PEIXOTO,ALICE VARGAS PEIXOTO,1,2010-09-21,330620
3028,MANUELLA TEIXEIRA LEAO,ESTER DA CRUZ DA CRUZ LEAO,2,2007-08-20,353340
3029,DANIEL RIOS AZEVEDO,EMANUELLA COSTELA AZEVEDO,1,2012-06-28,230495
3030,LORENZO DUARTE DA CUNHA,AGATHA MONTEIRO DA CUNHA,1,1992-10-15,500515
3031,MARCELA BARBOSA TEIXEIRA,STELLA SAMPAIO TEIXEIRA,2,2010-07-27,314610
3032,HELOISA MOURA ARAGAO,AGATHA CASSIANO ARAGAO,2,1996-08-06,230170
3033,MARIA FLOR BARBOSA JESUS,MARIA LIZ MONTEIRO JESUS,2,2011-11-04,421160
3034,JOAQUIM FOGACA MACEDO,LARISSA MONTENEGRO MACEDO,1,2000-11-27,431150
3035,HENRIQUE GUERRA LEAO,ELOA SANTOS LEAO,1,2013-12-05,412160
3036,SOFIA RIBEIRO PEREIRA,MELINA DAS NEVES NOGUEIRA PEREIRA,2,1984-07-16,291120
3037,ISAQUE DAS NEVES MORAES MENDES,RAQUEL CALDEIRA MENDES,1,1979-05-15,430320
3038,MARIA LUIZA PIRES GONCALVES,SARAH DA MOTA BARROS GONCALVES,2,1979-06-27,230523
3039,REBECA APARECIDA MARTINS,ELOA DA PAZ CAVALCANTE MARTINS,2,2013-09-19,261153
3040,LEVI SIQUEIRA NOVAIS,RAFAELA VIANA NOVAIS,1,1976-01-21,421200
3041,BENICIO CASA GRANDE PIMENTA,CAROLINE CAMARGO PIMENTA,1,2000-08-15,410230
3042,ESTHER FERREIRA MONTENEGRO,AYLA NOGUEIRA MONTENEGRO,2,2012-07-29,250550
3043,AGATHA CARDOSO BRITO,ANNA LIZ RIBEIRO BRITO,2,2009-03-30,260940
3044,RAFAEL MONTENEGRO DA MOTA,ISADORA RIBEIRO DA MOTA,1,1993-12-18,350600
3045,PEDRO DAS NEVES FONSECA AZEVEDO,ISABEL MARQUES AZEVEDO,1,1971-03-26,291370
3046,RAVY FREITAS BARROS,LORENA SILVEIRA BARROS,1,2000-06-08,251030
3047,ALICIA LEAO DA MOTA,LUANA PINTO DA MOTA,2,2010-03-30,314300
3048,SOPHIA SOUSA CALDEIRA,STEPHANY CALDEIRA CALDEIRA,2,2010-02-04,260910
3049,LUANA ALVES DIAS,NATALIA GONCALVES DIAS,2,1999-08-31,311545
3050,MANUELA BARROS LOPES,MARIA FLOR GONCALVES LOPES,2,2007-01-29,150550
3051,JOAO VITOR OLIVEIRA DA ROSA,LUIZA MONTENEGRO DA ROSA,1,2006-07-17,431265
3052,THEO FONSECA CAMPOS,HELLENA ROCHA CAMPOS,1,1970-09-06,280730
3053,GIOVANNA DA CONCEICAO CASSIANO GARCIA,CAMILA ALVES GARCIA,2,2016-12-25,220173
3054,ANTHONY FOGACA SAMPAIO,AGATHA CAMPOS SAMPAIO,1,1985-06-15,315790
3055,LUIZ MIGUEL CORREIA RIOS,LIVIA PEREIRA RIOS,1,1977-04-20,230700
3056,MARIA LAURA MOURA CAMPOS,CAROLINA ANDRADE CAMPOS,2,2021-09-18,352260
3057,CARLOS EDUARDO CIRINO GONCALVES,LUISA ALBUQUERQUE GONCALVES,1,1991-09-21,311620
3058,ISAQUE NOVAES CAMPOS,LUIZA DAS NEVES BORGES CAMPOS,1,2004-12-24,261050
3059,ENZO MOREIRA OLIVEIRA,LUANA FREITAS OLIVEIRA,1,1995-06-07,410390
3060,MARIA JULIA MOURA MOREIRA,ALEXIA COSTELA MOREIRA,2,2006-08-13,312800
3061,PEDRO LUCAS SILVEIRA MOURA,ANA JULIA GOMES MOURA,1,1995-07-21,312280
3062,OTTO ANDRADE DA CUNHA,CLARA VIANA DA CUNHA,1,2015-10-07,315550
3063,OTAVIO DAS NEVES BARROS SALES,SOFIA FREITAS SALES,1,2005-11-13,430745
3064,SOPHIE CAMPOS ABREU,RAQUEL LOPES ABREU,2,1976-02-19,521500
3065,CAUE MARTINS SOUSA,CAMILA SIQUEIRA SOUSA,1,1972-12-26,430600
3066,ANA LIVIA MACEDO CASA GRANDE,MAITE FARIAS CASA GRANDE,2,1981-12-02,230700
3067,MIGUEL NASCIMENTO VASCONCELOS,STELLA PASTOR VASCONCELOS,1,1975-12-01,320115
3068,GABRIELA NASCIMENTO CASA GRANDE,LUNA MOREIRA CASA GRANDE,2,1985-12-14,270740
3069,ANA LIZ MARTINS NOVAIS,JULIANA CARVALHO NOVAIS,2,2006-09-05,330110
3070,OTAVIO MARQUES BRITO,SARAH CAVALCANTI BRITO,1,2018-10-01,412820
3071,AGATHA DUARTE CAMARA,ANA BEATRIZ DA MATA CAVALCANTE CAMARA,2,2001-07-31,230030
3072,BIANCA MONTENEGRO MENDONCA,LIVIA SILVEIRA MENDONCA,2,2019-04-24,260120
3073,BIANCA VARGAS CASA GRANDE,ANA JULIA DA MATA CARVALHO CASA GRANDE,2,1978-02-03,220955
3074,MATHIAS DA LUZ MACHADO LIMA,CAROLINA CALDEIRA LIMA,1,1989-11-20,431405
3075,OLIVER DUARTE OLIVEIRA,AMANDA OLIVEIRA OLIVEIRA,1,2011-12-23,130014
3076,MARINA DA LUZ ALVES PEREIRA,ANA BEATRIZ DA CRUZ CUNHA PEREIRA,2,2014-02-12,420810
3077,JOANA NUNES DIAS,ALLANA MENDONCA DIAS,2,1974-11-14,421110
3078,MARIA EDUARDA DA ROSA MONTENEGRO OLIVEIRA,HADASSA DA CONCEICAO SALES OLIVEIRA,2,1988-08-17,260370
3079,JOAQUIM CAMARA SOUSA,EDUARDA SOUSA SOUSA,1,1980-03-03,330190
3080,JOAO VITOR VASCONCELOS MORAES,CAROLINA CIRINO MORAES,1,2020-06-11,410450
3081,MARIA HELENA AZEVEDO CAVALCANTE,RAQUEL FARIAS CAVALCANTE,2,1975-01-08,261040
3082,KEVIN GUERRA SIQUEIRA,MARIA VITORIA LIMA SIQUEIRA,1,1997-11-06,520120
3083,LEANDRO SOUZA CAMARGO,ISABEL ALBUQUERQUE CAMARGO,1,2017-03-13,230380
3084,MARIA LUIZA JESUS MOREIRA,SABRINA BARBOSA MOREIRA,2,1986-12-05,430055
3085,DAVI LUCCA PEIXOTO DA PAZ,ISABELLY MACHADO DA PAZ,1,1994-05-31,354140
3086,HELENA ABREU LIMA,ELOA DUARTE LIMA,2,2017-01-24,231220
3087,MARIA FERNANDA DUARTE MOREIRA,MARIA JULIA CASSIANO MOREIRA,2,2017-06-03,290490
3088,AGATHA CUNHA MONTEIRO,MANUELA PEIXOTO MONTEIRO,2,1991-02-17,510530
3089,NINA NOVAIS OLIVEIRA,MARIANA MARQUES OLIVEIRA,2,1983-03-30,260880
3090,MATEUS SOUZA CALDEIRA,VALENTINA VIEIRA CALDEIRA,1,2019-02-05,290840
3091,ANTHONY DA CONCEICAO ALVES SA,JULIA SOUSA SA,1,1982-01-26,411840
3092,MARIA ISIS PINTO DA ROSA,LIVIA ALVES DA ROSA,2,2001-09-03,430210
3093,DAVI LUIZ ALMEIDA GUERRA,MAYSA LOPES GUERRA,1,2019-05-27,171330
3094,JOAQUIM ARAUJO DAS NEVES,ESTER ANDRADE DAS NEVES,1,2000-03-29,351820
3095,ZOE SILVEIRA CASTRO,MARIANA DA ROCHA DA CRUZ CASTRO,2,1993-05-10,432166
3096,EDUARDO SOUSA CASSIANO,MARIA CLARA SANTOS CASSIANO,1,2004-02-22,351630
3097,JOAO FELIPE DA MATA FARIAS DAS NEVES,RAQUEL ALBUQUERQUE DAS NEVES,1,1996-12-30,292160
3098,MARIA HELENA MORAES PACHECO,EMANUELLA LEAO PACHECO,2,2011-05-01,261090
3099,HENRY GABRIEL ALMEIDA DA CRUZ,ANA LAURA CALDEIRA DA CRUZ,1,2013-10-17,241100
3100,IGOR CAMARA NOVAIS,AMANDA OLIVEIRA NOVAIS,1,1971-12-14,350570
3101,RAVY NOGUEIRA PIMENTA,STEPHANY ARAGAO PIMENTA,1,2020-03-08,314670
3102,MANUELLA DA CUNHA PIMENTA CAMPOS,AMANDA COSTELA CAMPOS,2,2020-04-07,330030
3103,ASAFE MONTENEGRO DA COSTA,AYLLA GUERRA DA COSTA,1,2022-11-25,431595
3104,GUSTAVO TEIXEIRA RIBEIRO,MAYSA PORTO RIBEIRO,1,2002-07-11,432145
3105,GABRIELLY SOUSA MENDONCA,CAROLINA FREITAS MENDONCA,2,1982-03-24,310370
3106,GAEL ALVES LIMA,MARCELA FERREIRA LIMA,1,1997-07-18,313250
3107,CECILIA TEIXEIRA MOREIRA,ANA JULIA DA CRUZ RAMOS MOREIRA,2,2023-01-02,353880
3108,ERICK DA CONCEICAO MENDES CAMPOS,EMILLY MOURA CAMPOS,1,1972-09-16,316880
3109,ANA LIZ SOUSA CAMARGO,AURORA GARCIA CAMARGO,2,2024-01-10,314950
3110,MARIA FLOR DA PAZ FERREIRA PIRES,ANA MELO PIRES,2,2002-01-11,320170
3111,OLIVIA APARECIDA SIQUEIRA,YASMIN JESUS SIQUEIRA,2,1997-08-15,311535
3112,ANA BEATRIZ ABREU SANTOS,PIETRA COSTA SANTOS,2,2022-07-11,355030
3113,LUIZ FERNANDO CARDOSO CAMPOS,STELLA REZENDE CAMPOS,1,2020-01-21,353060
3114,EMILLY DA MOTA MELO FERREIRA,ALICIA CALDEIRA FERREIRA,2,1987-09-30,351760
3115,LIVIA RIOS PASTOR,SOPHIA DUARTE PASTOR,2,2020-06-08,250890
3116,MARIA FLOR MONTEIRO FONSECA,SOPHIE SANTOS FONSECA,2,2012-04-29,353870
3117,LEANDRO CIRINO ANDRADE,BRENDA CORREIA ANDRADE,1,1980-03-20,320210
3118,RAQUEL JESUS MOREIRA,RAQUEL CASTRO MOREIRA,2,1976-06-02,316970
3119,JOAO LUCAS SALES PASTOR,HELENA CAVALCANTE PASTOR,1,1979-04-02,352720
3120,THALES MARQUES BARROS,JULIANA DA ROSA DA PAZ BARROS,1,2001-09-28,292450
3121,NINA PIRES VARGAS,MARCELA ROCHA VARGAS,2,1991-01-31,430585
3122,ENZO PACHECO PACHECO,BRENDA CIRINO PACHECO,1,1976-01-25,260350
3123,CAROLINA ANDRADE BARBOSA,MARIA EDUARDA SIQUEIRA BARBOSA,2,2015-05-15,355310
3124,MELINA ABREU PIRES,VITORIA LEAO PIRES,2,2010-07-23,316060
3125,SOFIA SOUZA CASSIANO,ANA LIVIA RODRIGUES CASSIANO,2,1985-06-26,430745
3126,KEVIN BARBOSA ALBUQUERQUE,MARIA VITORIA DA ROSA DA CONCEICAO ALBUQUERQUE,1,1990-03-14,220213
3127,GABRIELLY OLIVEIRA GARCIA,MARIA LAURA SOUZA GARCIA,2,1982-04-18,260770
3128,JUAN DA ROSA PEIXOTO DA LUZ,LUANA ABREU DA LUZ,1,2016-09-13,410070
3129,AYLA NOGUEIRA MENDES,MIRELLA DA MATA DA CRUZ MENDES,2,1990-09-12,510626
3130,THEO CAMPOS RIBEIRO,MARIA VITORIA CORREIA RIBEIRO,1,2014-03-27,260290
3131,LIVIA VIANA DA CUNHA,BARBARA NUNES DA CUNHA,2,2000-05-23,170255
3132,MATHEUS ALVES RIOS,ELISA DA LUZ PACHECO RIOS,1,1993-03-17,330370
3133,HELOISA RIOS DA ROCHA,ISABELA LIMA DA ROCHA,2,1992-08-12,210750
3134,HEITOR RODRIGUES LEAO,MILENA CARDOSO LEAO,1,2014-12-15,150720
3135,LUIZ HENRIQUE OLIVEIRA CAMARGO,HELOISA CASA GRANDE CAMARGO,1,2003-02-26,210330
3136,DOM ALBUQUERQUE BARROS,NINA DA MATA NOVAES BARROS,1,2015-04-13,432260
3137,STELLA MOURA AZEVEDO,AURORA MOURA AZEVEDO,2,2023-11-27,431365
3138,OLIVIA CIRINO CARDOSO,ANA SOPHIA APARECIDA CARDOSO,2,2022-08-21,230770
3139,MAITE RAMOS DA COSTA,GABRIELA RIOS DA COSTA,2,1980-08-10,210120
3140,CAIO SILVA DA ROSA,MARIA FLOR PEREIRA DA ROSA,1,2022-05-24,292090
3141,LAVINIA NASCIMENTO DA MOTA,LUARA SOUZA DA MOTA,2,1979-12-20,230220
3142,VITOR BRITO PEIXOTO,CLARICE CIRINO PEIXOTO,1,2009-08-03,330090
3143,OTTO BARROS RIBEIRO,MARIA ALICE MARTINS RIBEIRO,1,1998-10-24,420535
3144,KAIQUE PASTOR DA COSTA,LETICIA ABREU DA COSTA,1,1978-04-05,521839
3145,LEVI FREITAS SILVEIRA,HELENA MARQUES SILVEIRA,1,1999-02-15,230770
3146,JOAQUIM COSTELA FOGACA,CAMILA DA COSTA MOURA FOGACA,1,1972-02-04,420419
3147,ANA VITORIA VASCONCELOS PACHECO,ANA LIZ RODRIGUES PACHECO,2,1978-07-27,261220
3148,IAN MARTINS PIRES,GABRIELLY DA COSTA ROCHA PIRES,1,1980-10-13,510650
3149,CLARA CAVALCANTE NASCIMENTO,MARIA FLOR VARGAS NASCIMENTO,2,2010-08-07,521720
3150,ZOE ARAGAO ALVES,HADASSA REZENDE ALVES,2,2023-04-17,350840
3151,OTAVIO RODRIGUES CAVALCANTE,EMANUELLA LOPES CAVALCANTE,1,1996-04-17,291360
3152,ANA BEATRIZ AZEVEDO DA MATA,MELINA CAVALCANTE DA MATA,2,2000-01-14,310540
3153,ISAQUE PORTO PIRES,SARAH BARBOSA PIRES,1,1982-05-06,420917
3154,HELOISA MELO BRITO,CECILIA FONSECA BRITO,2,2000-12-27,315217
3155,GAEL CORREIA SALES,JOANA FREITAS SALES,1,2016-10-19,292170
3156,MARIA CECILIA MACHADO GONCALVES,LAURA CARVALHO GONCALVES,2,1989-05-18,520055
3157,RAVI LUCCA MELO PASTOR,JULIANA SAMPAIO PASTOR,1,1981-04-01,291360
3158,ANA JESUS SIQUEIRA,JOANA NASCIMENTO SIQUEIRA,2,2000-06-05,150830
3159,RAVI CAMPOS FONSECA,CECILIA DA MOTA LEAO FONSECA,1,1986-03-30,260260
3160,ANA BEATRIZ CASSIANO FREITAS,SOFIA CALDEIRA FREITAS,2,2024-03-24,420890
3161,JOAQUIM CARDOSO CAVALCANTE,ELOAH RIOS CAVALCANTE,1,2006-03-20,310290
3162,MELINA MACEDO BARROS,LUISA SILVEIRA BARROS,2,1999-07-23,430355
3163,LAVINIA RAMOS CAVALCANTI,CAROLINA PASTOR CAVALCANTI,2,2002-05-27,220930
3164,ANA LAURA CAMARA PEIXOTO,ANA VITORIA MENDES PEIXOTO,2,1995-12-01,353180
3165,GABRIELA CUNHA LEAO,AYLA PIRES LEAO,2,1991-04-27,330440
3166,GUSTAVO HENRIQUE AZEVEDO MARTINS,MARIA CECILIA MOURA MARTINS,1,2021-03-24,430650
3167,MARIA ISIS CAVALCANTI LEAO,JULIA ROCHA LEAO,2,2017-11-04,293270
3168,ESTHER MENDONCA ABREU,MELINA MENDES ABREU,2,2014-08-07,421715
3169,LIZ MONTEIRO DAS NEVES,MARIA FLOR NOGUEIRA DAS NEVES,2,1990-12-14,280520
3170,ELOA CASTRO BARBOSA,BIANCA SIQUEIRA BARBOSA,2,2015-02-15,431070
3171,MARIA LUISA SILVA SA,ALICIA CASTRO SA,2,1970-06-11,150190
3172,FRANCISCO GUERRA CARDOSO,BIANCA JESUS CARDOSO,1,1985-07-19,230427
3173,DANIELA SA RAMOS,MARIA LAURA REZENDE RAMOS,2,2000-11-02,291800
3174,VINICIUS REZENDE PACHECO,LIVIA MARTINS PACHECO,1,1970-09-22,351190
3175,BIANCA DIAS SILVEIRA,ANA LIVIA OLIVEIRA SILVEIRA,2,1970-06-04,260870
3176,ANA SOPHIA ARAUJO NUNES,BRENDA DA CRUZ FERNANDES NUNES,2,2010-09-26,421500
3177,JOAQUIM ALVES DA COSTA,ANNA LIZ DA MATA COSTA DA COSTA,1,1990-08-09,293200
3178,MARIA JULIA SOUZA DA LUZ,EDUARDA AZEVEDO DA LUZ,2,2023-12-22,353010
3179,PEDRO MIGUEL DA CUNHA BARBOSA PEIXOTO,EDUARDA MENDES PEIXOTO,1,1989-11-09,311390
3180,BENICIO MORAES MONTENEGRO,ALEXIA CAVALCANTE MONTENEGRO,1,2024-07-08,292260
3181,GABRIEL BARBOSA VIANA,ISADORA VASCONCELOS VIANA,1,2002-07-28,521290
3182,THOMAS DUARTE RAMOS,CAROLINA DIAS RAMOS,1,2007-10-24,261450
3183,JULIA BORGES COSTA,ALICIA MELO COSTA,2,2002-06-04,230190
3184,JOAO DA PAZ CASA GRANDE PINTO,MARIA HELENA DA CRUZ MORAES PINTO,1,1991-04-10,330190
3185,VITORIA RAMOS LOPES,BEATRIZ MORAES LOPES,2,1991-09-15,160060
3186,MARIA LUISA GARCIA JESUS,EMANUELLY DA LUZ ARAUJO JESUS,2,1990-07-23,420420
3187,AURORA SALES ABREU,REBECA REZENDE ABREU,2,1994-05-01,292190
3188,LUIZA DA MATA NUNES FONSECA,MARIA MONTENEGRO FONSECA,2,1987-08-10,521250
3189,HELOISA MORAES PASTOR,ANA DA LUZ DA CRUZ PASTOR,2,1987-12-14,350270
3190,LUCAS MARTINS GUERRA,ALLANA DUARTE GUERRA,1,1970-01-06,130050
3191,MATTEO CASA GRANDE DA LUZ,ISABELLA JESUS DA LUZ,1,1985-12-13,317090
3192,CAROLINE SAMPAIO MORAES,ANA JULIA MACHADO MORAES,2,2009-05-06,120001
3193,ALICIA SANTOS DA CRUZ,ALANA BRITO DA CRUZ,2,1997-01-04,293330
3194,ALICIA DAS NEVES CUNHA CARVALHO,ALANA MARTINS CARVALHO,2,2011-07-16,210043
3195,MATTEO MENDES MOURA,MARIA LAURA GONCALVES MOURA,1,1970-11-17,230280
3196,MANUELA RAMOS MONTENEGRO,CAMILA DA PAZ ABREU MONTENEGRO,2,2014-12-30,500450
3197,RAVI LUCCA DA CONCEICAO DA CONCEICAO BRITO,MARIANE GARCIA BRITO,1,2023-02-01,521056
3198,GABRIELLY DA ROSA FARIAS VIANA,MARIANA ALBUQUERQUE VIANA,2,2001-10-03,510325
3199,MARIA VITORIA SA ROCHA,BRENDA MOURA ROCHA,2,2004-09-02,110020
3200,MARIA FERNANDA RODRIGUES JESUS,SABRINA VIANA JESUS,2,2015-08-18,431755
3201,HENRY GABRIEL CAVALCANTE CASTRO,LAVINIA MARQUES CASTRO,1,1991-04-28,430300
3202,RYAN DA MATA FONSECA PINTO,GIOVANNA FERREIRA PINTO,1,2012-04-03,314610
3203,HELOISA MELO SOUZA,LUNNA NOGUEIRA SOUZA,2,2013-12-25,510140
3204,BIANCA MORAES CAMARA,ANA LAURA FONSECA CAMARA,2,1997-08-13,315050
3205,JULIANA FREITAS FERREIRA,GIOVANNA SANTOS FERREIRA,2,1996-03-07,240290
3206,MAYSA DAS NEVES DA CUNHA MOURA,MILENA BARROS MOURA,2,1984-10-21,353010
3207,LEO SALES MONTEIRO,LAVINIA LEAO MONTEIRO,1,2010-02-23,412650
3208,LUIZ FELIPE DA ROCHA RIBEIRO DUARTE,MIRELLA DAS NEVES BARBOSA DUARTE,1,1972-03-31,353990
3209,PEDRO LUCAS CAMPOS DA MATA,LARA SILVA DA MATA,1,2004-07-13,290420
3210,CALEB PIMENTA CASSIANO,MARIA LIZ SANTOS CASSIANO,1,1994-07-17,317020
3211,KAMILLY ARAGAO VIEIRA,MILENA SA VIEIRA,2,2011-10-13,353250
3212,ENZO RODRIGUES GUERRA,HADASSA CAVALCANTE GUERRA,1,2000-03-11,270640
3213,MARCELA SILVA TEIXEIRA,CAROLINE VIEIRA TEIXEIRA,2,2016-10-07,310330
3214,PEDRO MIGUEL NASCIMENTO REZENDE,MARIA EDUARDA DA ROSA APARECIDA REZENDE,1,2004-12-01,352060
3215,RAVI DA PAZ JESUS CASSIANO,ANA LIZ DA ROCHA ARAUJO CASSIANO,1,2015-12-27,421985
3216,HENRY RAMOS MENDONCA,CATARINA PEREIRA MENDONCA,1,2006-11-21,230080
3217,MARIA LUIZA PINTO BRITO,ISABEL FOGACA BRITO,2,2000-11-05,110032
3218,CAROLINA TEIXEIRA MACEDO,RAQUEL FERNANDES MACEDO,2,1978-02-20,410185
3219,HELLENA SAMPAIO MONTENEGRO,ALLANA FARIAS MONTENEGRO,2,2020-03-31,430545
3220,BENICIO SOUZA MACHADO,FERNANDA BRITO MACHADO,1,2010-01-21,110080
3221,CECILIA CAVALCANTE TEIXEIRA,ISADORA PACHECO TEIXEIRA,2,1998-05-23,354260
3222,HELOISA CARDOSO SA,MARIA JULIA NOGUEIRA SA,2,1985-04-15,231090
3223,MAYSA CIRINO CASTRO,ISABELLY REZENDE CASTRO,2,1989-07-07,291460
3224,ALLANA CUNHA MONTEIRO,ISABELLA ALBUQUERQUE MONTEIRO,2,1996-07-18,310890
3225,AYLA MONTENEGRO CARDOSO,BIANCA NOVAIS CARDOSO,2,1977-04-07,316210
3226,NINA ARAUJO DAS NEVES,ANA SOPHIA GONCALVES DAS NEVES,2,1995-09-24,311455
3227,BENICIO RIOS BARROS,STELLA MOURA BARROS,1,1998-03-15,220580
3228,MARIA LIZ LIMA REZENDE,LUARA FERREIRA REZENDE,2,1973-01-24,171620
3229,EVELYN PINTO ARAUJO,SARAH CASTRO ARAUJO,2,1976-12-27,411990
3230,CARLOS EDUARDO DA CRUZ PEIXOTO SA,ELISA REZENDE SA,1,1999-12-29,330160
3231,MARCELA FERNANDES MENDES,ELOAH BRITO MENDES,2,1971-04-06,521839
3232,SARAH RODRIGUES ARAGAO,MARCELA ARAGAO ARAGAO,2,1995-03-22,410260
3233,DOM COSTELA ALVES,ALLANA REZENDE ALVES,1,2006-02-19,250400
3234,THOMAS CAMARGO PEIXOTO,ANNA LIZ COSTA PEIXOTO,1,1995-11-27,412130
3235,VITORIA LIMA RIOS,SOFIA LEAO RIOS,2,1998-02-25,130430
3236,MATEUS ANDRADE PORTO,LUARA VIEIRA PORTO,1,2024-04-10,430710
3237,GUSTAVO DA ROSA AZEVEDO CORREIA,MANUELLA BRITO CORREIA,1,1985-01-03,292460
3238,JOAO MIGUEL PASTOR GUERRA,ALICIA DA CRUZ DAS NEVES GUERRA,1,1977-11-16,313630
3239,LUIGI MENDES FERNANDES,HELENA SILVEIRA FERNANDES,1,1980-10-20,353282
3240,FELIPE RAMOS FARIAS,LAIS DA COSTA FREITAS FARIAS,1,1988-11-30,280330
3241,ELOA SANTOS FERNANDES,ISABEL FREITAS FERNANDES,2,2000-06-08,320370
3242,MARIA LIZ PASTOR MORAES,MARIA VIEIRA MORAES,2,2000-01-05,312950
3243,MARIA FERNANDA REZENDE LIMA,MANUELLA ARAUJO LIMA,2,2018-04-27,354165
3244,EMANUEL BARROS SALES,KAMILLY GOMES SALES,1,2005-05-19,291950
3245,STEPHANY FONSECA MOURA,LUNNA DA CONCEICAO PASTOR MOURA,2,1972-05-17,351220
3246,LUAN LIMA MELO,HELENA MONTENEGRO MELO,1,2015-07-16,521160
3247,DANIELA SILVEIRA RIOS,AGATHA MONTEIRO RIOS,2,2023-12-24,292975
3248,BENTO ROCHA MARQUES,AMANDA DA CUNHA FERREIRA MARQUES,1,2001-02-11,230280
3249,LEANDRO PEREIRA ARAGAO,ANA LAURA MARQUES ARAGAO,1,2006-10-22,211260
3250,ANA CAROLINA MOURA MELO,CAROLINA RIBEIRO MELO,2,2016-11-08,210540
3251,AGATHA FERREIRA PORTO,CLARA MELO PORTO,2,2013-01-13,431700
3252,DANILO NUNES DA MOTA,RAQUEL ALMEIDA DA MOTA,1,2017-09-17,230980
3253,GAEL HENRIQUE ALBUQUERQUE FONSECA,BEATRIZ REZENDE FONSECA,1,2014-07-25,430620
3254,LUIZ OTAVIO ALMEIDA RAMOS,EMANUELLA FARIAS RAMOS,1,1988-07-15,430990
3255,EDUARDA FOGACA COSTA,MARIA LIZ VIANA COSTA,2,1995-08-01,260790
3256,DIOGO GUERRA PACHECO,MARIA ALICE MOURA PACHECO,1,2009-05-25,291260
