id,nome,mae,sexo,cod_munic_res,dt_nasc
11002,Luiz Felipe Andrade Nogueira,Maria Laura Viana Nogueira,M,355030836,1998-04-15
11003,Luiz Henrique da Mota CASA GRANDE Duarte,Agatha Guerra Duarte,M,240140405,1977-06-30
11004,Kamilly Aragão Araújo,Liz da Costa AZEVEDO Araújo,F,251340605,2003-03-22
11005,Ana Liz Cavalcante Pereira,Zoe Peixoto Pereira,F,352900510,2015-01-08
11006,Fernando Fonseca Aragão,Antonella Cirino Aragão,M,330225405,1982-07-26
11007,Henrique Rodrigues Porto,Elisa Camargo Porto,M,130080505,1984-02-22
11008,Clara Carvalho Pimenta,Eloah Leão Pimenta,F,210235805,2014-12-01
11009,Sophie Andrade Silveira,Aylla da Rosa SOUSA Silveira,F,431350828,1975-12-24
11010,Bruno Casa Grande Lopes,Luara Silveira Lopes,M,421725305,1976-05-31
11011,Liz Azevedo Oliveira,Bruna da Cunha SALES Oliveira,F,230220622,1981-04-28
11012,Mirella Moreira Oliveira,Manuella Alves Oliveira,F,320400525,2008-04-27
11013,Lucca Ramos Rios,Maysa Montenegro Rios,M,320080515,1990-05-25
11014,Ana Júlia Correia da Cruz,Maya da Cruz DA PAZ da Cruz,F,510520010,2007-04-28
11015,Lunna Freitas Pinto,Maria Vitória Cavalcanti Pinto,F,230840125,2002-05-20
11016,Benicio Mendonça Ferreira,Heloísa Casa Grande Ferreira,M,520250205,2012-12-18
11017,Maria Eduarda Pinto Rocha,Clarice Gonçalves Rocha,F,352640715,1984-12-01
11018,Maria Alice Silveira Porto,Pietra Mendonça Porto,F,290020705,2020-03-25
11019,Maria Liz Moreira Castro,Evelyn Carvalho Castro,F,270260305,1989-07-12
11020,Benício Teixeira Fonseca,Gabrielly Nogueira Fonseca,M,311100210,2015-03-25
11021,Anna Liz Duarte Aragão,Aurora Silveira Aragão,F,350780305,2002-05-09
11022,Antony Caldeira Camargo,Fernanda Porto Camargo,M,316610530,2009-06-09
11023,Pietro da Luz NOVAES Nunes,Hadassa Freitas Nunes,M,231123105,1992-05-17
11024,Marcela Siqueira Martins,Stephany Farias Martins,F,230950815,1988-08-30
11025,Gael Barros Pacheco,Bianca Vieira Pacheco,M,315490310,1996-05-08
11026,Zoe Gonçalves Moreira,Zoe Siqueira Moreira,F,280720405,2018-03-19
11027,Henrique Nascimento Castro,Clarice Silva Castro,M,171800605,2004-04-10
11028,Maria Flor Dias Pires,Cecília Leão Pires,F,291950410,1996-03-30
11029,Ravi Abreu Sá,Cecília da Cunha MONTENEGRO Sá,M,293330710,2014-01-11
11030,Henry Gabriel Nascimento Mendes,Juliana Mendes Mendes,M,520050605,2001-03-07
11031,Mariana Santos Viana,Natália das Neves PIRES Viana,F,250360505,2019-11-10
11032,Melissa Duarte da Mata,Isis Moura da Mata,F,330570305,1986-05-07
11033,Isabel Santos Cassiano,Evelyn Fonseca Cassiano,F,314810320,1990-01-20
11034,Lucas Gabriel da Mota VASCONCELOS Guerra,Stella Vieira Guerra,M,421170205,2001-01-17
11035,Mariane Barros da Mota,Laís Mendonça da Mota,F,430466315,1991-03-26
11036,Antonella da Cruz GARCIA Alves,Sabrina Dias Alves,F,330060540,2023-12-12
11037,Pedro Henrique Ramos Martins,Mariane Casa Grande Martins,M,430163610,2002-10-05
11038,Léo Martins Monteiro,Vitória Barros Monteiro,M,260620010,2019-02-06
11039,Brenda Rezende Ferreira,Isabela Correia Ferreira,F,521483810,1988-09-26
11040,Juan Sales da Mata,Maria Julia Camargo da Mata,M,240650205,1996-06-18
11041,Stephany Aragão Pimenta,Melina Marques Pimenta,F,220160605,2020-11-29
11042,Olívia Moraes Ribeiro,Alícia Vasconcelos Ribeiro,F,520753510,1984-02-28
11043,Vitória Duarte Jesus,Evelyn Ramos Jesus,F,411730525,1993-09-03
11044,Renan Porto Teixeira,Maria Laura Silva Teixeira,M,315217020,2015-04-09
11045,Emilly Garcia da Cunha,Hellena Pastor da Cunha,F,270860005,1989-04-09
11046,Ana Carolina Barros Pimenta,Marcela Novaes Pimenta,F,231330215,2008-12-02
11047,Isabel Farias Rodrigues,Ayla Borges Rodrigues,F,430380605,2017-07-25
11048,Maria Sophia Gonçalves Pereira,Heloisa Araújo Pereira,F,170270305,2006-02-13
11049,Luiza da Cunha FREITAS Rocha,Bárbara Câmara Rocha,F,411720605,2018-04-26
11050,Jade da Cunha SIQUEIRA Correia,Ana Lívia Pinto Correia,F,431690735,1998-12-30
11051,Valentina Dias Vasconcelos,Antonella Sá Vasconcelos,F,355410210,2015-11-25
11052,Apollo Camargo da Mata,Rebeca Pimenta da Mata,M,210260610,2016-09-06
11053,Anthony Gabriel Caldeira da Luz,Larissa Nunes da Luz,M,314540610,1980-08-21
11054,Luiz Gustavo Sousa Souza,Ana Carolina Pinto Souza,M,260515220,1999-01-25
11055,Emanuel Aparecida Gomes,Alexia Teixeira Gomes,M,520540605,1975-08-23
11056,Allana Andrade Cardoso,Lavínia Nogueira Cardoso,F,316940605,1999-10-23
11057,Felipe Brito Pimenta,Brenda Abreu Pimenta,M,160050115,1989-11-02
11058,Davi Aparecida Duarte,Letícia Sampaio Duarte,M,500635805,2014-03-16
11059,Davi Lucca Montenegro Rezende,Maria Flor Moura Rezende,M,150070105,2003-12-28
11060,Alexandre da Paz DA CRUZ Rodrigues,Mirella Brito Rodrigues,M,311340410,1996-08-24
11061,Antony Freitas Ribeiro,Heloísa Pereira Ribeiro,M,510420325,2008-12-15
11062,Ayla Vieira Farias,Cecilia Nunes Farias,F,290689905,2010-07-19
11063,Isabel Carvalho Rezende,Yasmin Pires Rezende,F,353030005,1990-05-09
11064,Maya Cardoso Moraes,Allana da Costa BRITO Moraes,F,150210330,2002-09-07
11065,Pietra Viana Martins,Maria Fernanda Guerra Martins,F,312370006,1978-12-16
11066,Bárbara Pires Oliveira,Ágatha Rezende Oliveira,F,314760005,1988-02-10
11067,Otto Rodrigues Garcia,Cecilia Pinto Garcia,M,352670405,2014-04-07
11068,Arthur Pires Rocha,Beatriz Macedo Rocha,M,316250015,1983-07-24
11069,Augusto Novais Abreu,Maria Sophia Campos Abreu,M,251420605,1999-09-16
11070,Ian Aparecida Pinto,Emanuelly Macedo Pinto,M,520547105,2013-01-17
11071,Bernardo Gonçalves Andrade,Luara Moraes Andrade,M,316070210,2019-12-27
11072,Juan Machado Nogueira,Letícia Souza Nogueira,M,351030220,2006-12-17
11073,Ayla Porto Barbosa,Maria Clara Moura Barbosa,F,353650505,2022-06-10
11074,Igor Sales Sales,Emanuelly da Rosa PORTO Sales,M,410680315,2023-12-20
11075,Gabrielly da Mata NOGUEIRA Nogueira,Zoe Ribeiro Nogueira,F,290630315,2017-08-04
11076,Anna Liz da Mata DA MATA Freitas,Manuella Oliveira Freitas,F,310740605,1974-11-13
11077,Jade Fonseca Aragão,Isis Souza Aragão,F,230270115,1989-11-29
11078,Nina Pimenta Mendes,Luana Ribeiro Mendes,F,293245710,1990-08-04
11079,Liz Cassiano Garcia,Nicole Rocha Garcia,F,314000145,2008-06-22
11080,Thales Andrade Borges,Larissa Martins Borges,M,172000205,1976-12-14
11081,Benício Pires Martins,Rebeca da Costa DA PAZ Martins,M,351200105,2022-11-27
11082,Alexia da Cruz MOURA Teixeira,Olívia Sales Teixeira,F,510780025,2016-01-03
11083,Heitor da Mata DA COSTA Moreira,Luiza Albuquerque Moreira,M,230565435,1976-08-14
11084,Camila Camargo Machado,Jade da Paz DAS NEVES Machado,F,410425305,2007-10-21
11085,Vinicius Rodrigues Gomes,Aurora Caldeira Gomes,M,292860405,1994-09-19
11086,Paulo Melo Macedo,Isabelly Cassiano Macedo,M,130395710,1994-07-28
11087,Igor da Paz GONÇALVES Aparecida,Heloísa Aragão Aparecida,M,420350105,2010-12-13
11088,Bernardo Melo Vargas,Maria Laura Silva Vargas,M,432350705,1973-06-08
11089,Ana Carolina Ramos Moreira,Maria Fernanda Moreira Moreira,F,310945105,1987-07-18
11090,Esther Viana Cassiano,Mariana Martins Cassiano,F,230950820,1986-02-25
11091,Liz Oliveira Castro,Ana Júlia Vieira Castro,F,171820405,2009-06-26
11092,Marcela Pinto Pastor,Maria Eduarda da Costa MELO Pastor,F,430190905,2005-08-18
11093,Olivia Castro Mendonça,Maitê Ribeiro Mendonça,F,313630625,1985-12-02
11094,Bruna Silva Macedo,Catarina Cavalcanti Macedo,F,430230305,2010-07-21
11095,Felipe Cardoso Araújo,Sophie Leão Araújo,M,310460105,2004-11-19
11096,Brenda Caldeira Farias,Maria Julia Pastor Farias,F,350055005,1985-09-29
11097,Hadassa Teixeira Sousa,Ester Brito Sousa,F,317160005,1999-11-15
11098,Anthony Gabriel Azevedo Costela,Ágatha Almeida Costela,M,293075810,2017-03-11
11099,Ana Vitória Almeida Moura,Alana Campos Moura,F,291360635,1990-10-02
11100,Mateus Jesus Pinto,Lavínia Martins Pinto,M,410450120,2001-01-10
11101,Ana Cecília Monteiro Marques,Anna Liz da Rosa ARAÚJO Marques,F,230200825,1989-03-18
11102,Alícia Andrade Dias,Clarice Oliveira Dias,F,354860905,2016-06-21
11103,Manuela Vasconcelos Casa Grande,Sophie Machado Casa Grande,F,260110205,2017-05-20
11104,Marina Cardoso Barbosa,Isabel Guerra Barbosa,F,421100905,2024-03-23
11105,Cecilia Siqueira Costela,Ana Vitória Pastor Costela,F,230930050,2008-03-14
11106,Rhavi Fonseca Cunha,Maria Clara Vasconcelos Cunha,M,431110620,2013-01-05
11107,Mathias Pinto Jesus,Stella Macedo Jesus,M,315890410,1972-12-18
11108,Bryan Siqueira Guerra,Carolina Nunes Guerra,M,350940305,1993-11-25
11109,Ana Júlia Pacheco Sampaio,Rebeca Pereira Sampaio,F,430250110,1999-07-23
11110,Isadora Sá Camargo,Agatha Pires Camargo,F,354410305,2022-07-01
11111,Marina Rocha das Neves,Ágatha Novais das Neves,F,280250205,2018-09-22
11112,Maria Luiza Viana Rocha,Sara Moura Rocha,F,130440115,2002-08-26
11113,Maria Sophia Rocha Pacheco,Mariah Pereira Pacheco,F,240430905,2018-03-14
11114,Maya Ferreira da Costa,Milena Rios da Costa,F,510840215,1990-04-19
11115,Eduarda Aparecida Borges,Ana Clara Viana Borges,F,150475205,1986-02-20
11116,Laís da Conceição FONSECA Fonseca,Mirella Nascimento Fonseca,F,310470010,1982-03-16
11117,Elisa Monteiro Pinto,Eduarda Nogueira Pinto,F,280240310,1979-08-07
11118,Joana Casa Grande Fernandes,Sara Nascimento Fernandes,F,354080405,2000-05-17
11119,Rodrigo Gonçalves Cardoso,Bruna Rezende Cardoso,M,521295610,1995-12-15
11120,Davi Albuquerque Correia,Maria Flor Ferreira Correia,M,330030815,2003-06-22
11121,André Santos Duarte,Caroline Araújo Duarte,M,432020605,1971-03-08
11122,Julia Cunha Fernandes,Sara da Conceição CIRINO Fernandes,F,510340315,2006-10-10
11123,Gael Casa Grande Sales,Anna Liz Duarte Sales,M,412810435,2013-02-02
11124,Apollo Castro Melo,Ana Vitória da Costa PEREIRA Melo,M,261390930,2015-02-13
11125,Sofia Andrade Mendes,Eloá da Conceição MONTEIRO Mendes,F,230380820,1996-05-24
11126,Luana Duarte Nunes,Isis Sales Nunes,F,320510110,2024-04-11
11127,João Vitor Nogueira Moraes,Ester Freitas Moraes,M,231095115,2008-01-29
11128,Isaac Pacheco Rezende,Kamilly Peixoto Rezende,M,315445705,1996-12-09
11129,Danilo da Costa RIBEIRO Borges,Bárbara Gonçalves Borges,M,411370025,1998-02-12
11130,Pietra Mendes da Luz,Bianca Moura da Luz,F,410550815,2020-08-29
11131,Caroline Ferreira Lima,Alice Vieira Lima,F,320120919,2022-01-20
11132,Diego Cavalcanti Casa Grande,Vitória Gomes Casa Grande,M,330023305,1993-06-13
11133,Fernanda Pereira Casa Grande,Agatha Almeida Casa Grande,F,330010025,2017-06-13
11134,Heloísa das Neves LEÃO Sá,Gabrielly Porto Sá,F,312220705,1997-11-06
11135,Valentim da Mata NOVAIS da Conceição,Heloisa Correia da Conceição,M,432250908,1972-08-05
11136,Otto Cavalcante Pinto,Evelyn Rocha Pinto,M,320030020,2010-02-01
11137,Alana Silveira Mendonça,Esther Farias Mendonça,F,292190605,1984-05-22
11138,Vinícius Novais Pacheco,Vitória Lima Pacheco,M,292320905,1973-02-27
11139,Maria Flor Viana Oliveira,Júlia Marques Oliveira,F,431280705,1989-06-23
11140,Thomas Aparecida Correia,Marina Pastor Correia,M,411727105,2004-10-14
11141,Nina da Mota MACHADO Barros,Ana Beatriz Duarte Barros,F,411850105,1994-10-06
11142,Gael Peixoto Carvalho,Emilly da Cunha BARROS Carvalho,M,261550805,1978-01-06
11143,Vinícius Albuquerque Pastor,Esther Ramos Pastor,M,240970405,2019-01-05
11144,Zoe Nogueira Rocha,Ayla Garcia Rocha,F,170307305,1974-01-16
11145,Maria Fernanda Mendonça Gonçalves,Ana Clara da Luz ALBUQUERQUE Gonçalves,F,430003415,1975-05-04
11146,Giovanna Farias Sousa,Gabriela Rezende Sousa,F,292060105,1979-01-19
11147,Isabelly da Conceição MACHADO Borges,Maria Isis da Mata MELO Borges,F,110037905,1985-07-17
11148,Olivia Melo Vasconcelos,Ana Lívia Machado Vasconcelos,F,290460520,2018-02-08
11149,Vitor Gabriel Rezende Sá,Aylla Nunes Sá,M,520753505,2023-03-15
11150,Yago Teixeira Mendonça,Luana Ramos Mendonça,M,320060705,1974-09-07
11151,Maria Flor Casa Grande Rios,Anna Liz Lopes Rios,F,314000130,2018-04-20
11152,Zoe da Conceição DAS NEVES Lima,Stella Nunes Lima,F,313470705,2021-01-16
11153,Maria Vitória Moreira Vieira,Joana Duarte Vieira,F,411460907,1997-05-02
11154,Gabriel Novaes Lopes,Bruna Macedo Lopes,M,430300415,1979-05-06
11155,Bernardo Sousa da Conceição,Lunna Barbosa da Conceição,M,130356905,1978-04-26
11156,Juliana Cavalcanti Monteiro,Heloísa Alves Monteiro,F,420390705,2020-06-06
11157,Maria Luiza Albuquerque Araújo,Ísis Novais Araújo,F,353710705,2012-04-23
11158,Ana Sophia Pacheco Camargo,Ana Vitória Oliveira Camargo,F,230410317,1988-03-28
11159,Maitê Souza da Luz,Agatha Carvalho da Luz,F,130290015,2017-08-17
11160,Joana Dias Vieira,Lunna Marques Vieira,F,221063105,1971-08-17
11161,Heloísa Porto Leão,Julia Machado Leão,F,317030525,1984-06-17
11162,Nicolas Costa da Costa,Clarice Souza da Costa,M,421290815,1982-01-06
11163,Olívia da Luz COSTA Albuquerque,Ana Abreu Albuquerque,F,311880925,1985-10-24
11164,Henrique Mendes Moura,Maria Eduarda Santos Moura,M,330430010,1994-07-15
11165,Ana Cassiano Vieira,Sarah Santos Vieira,F,290390405,1980-10-12
11166,Gustavo Caldeira Pires,Ana Júlia Abreu Pires,M,316060320,2008-10-09
11167,Sabrina Sampaio Fogaça,Letícia Sampaio Fogaça,F,320090440,2010-09-07
11168,Nina Peixoto Teixeira,Camila Cunha Teixeira,F,421020915,1997-02-22
11169,Théo Cardoso Casa Grande,Bruna Casa Grande Casa Grande,M,421145405,2019-11-27
11170,Henry Dias da Cruz,Luísa da Luz DA MOTA da Cruz,M,412065505,2000-12-12
11171,Mateus Aragão Ribeiro,Maya Teixeira Ribeiro,M,171865905,1973-07-24
11172,Anthony Gabriel Gomes Novais,Lavínia Cassiano Novais,M,130185225,2008-03-15
11173,Bárbara Cardoso da Luz,Cecilia Novaes da Luz,F,353070615,1972-04-09
11174,Calebe Vieira Cardoso,Lavínia Cardoso Cardoso,M,521830005,2018-01-31
11175,Renan Pereira Viana,Isabela Ferreira Viana,M,313070505,1991-08-21
11176,Laura Lopes Farias,Emilly Ribeiro Farias,F,130230605,1981-10-03
11177,Sara Aragão Sampaio,Luna Silveira Sampaio,F,431570123,2019-12-30
11178,Antonella Freitas Nunes,Ana Júlia Rezende Nunes,F,230395610,1980-09-23
11179,Luiz Miguel Vargas Barbosa,Juliana da Mota CÂMARA Barbosa,M,320160508,2024-06-09
11180,Amanda Mendonça da Costa,Maria Helena Vasconcelos da Costa,F,290035505,2006-02-15
11181,Asafe Abreu da Paz,Amanda da Cruz MOURA da Paz,M,412830205,2019-12-27
11182,Raquel Almeida da Conceição,Gabrielly Cassiano da Conceição,F,316160110,2017-09-23
11183,Maria Vitória Fogaça Rodrigues,Isabel Campos Rodrigues,F,313690005,1983-09-01
11184,Nicolas Duarte Campos,Lavínia da Cruz VIEIRA Campos,M,310350420,1984-11-13
11185,Ana Carolina Casa Grande Jesus,Rebeca Campos Jesus,F,250153405,1981-09-27
11186,Maria Laura Ribeiro Barbosa,Valentina Guerra Barbosa,F,412860915,1999-07-14
11187,André Cardoso da Cruz,Ana Vitória Nunes da Cruz,M,311995505,2000-05-06
11188,Lara Teixeira Moura,Maria Sophia Vasconcelos Moura,F,316600615,1991-04-08
11189,Breno Porto Vieira,Gabriela Vieira Vieira,M,353750305,2020-10-20
11190,Melina Rodrigues Ferreira,Pietra Moura Ferreira,F,430150310,2018-05-03
11191,Dante da Cunha SANTOS Santos,Giovanna Monteiro Santos,M,314390620,1982-08-16
11192,Maria Alice Campos Siqueira,Maria Luísa Cirino Siqueira,F,150140260,1981-06-03
11193,Kaique Lima Moura,Maria Laura Pires Moura,M,354325305,2003-08-09
11194,Pietro Moraes Araújo,Heloísa Costela Araújo,M,351810705,2009-01-21
11195,Diogo Gomes Souza,Mirella Cardoso Souza,M,292450410,1975-08-28
11196,Heloisa Farias Oliveira,Fernanda Sousa Oliveira,F,313940914,1998-05-28
11197,Luiz Miguel Brito Câmara,Marina Vasconcelos Câmara,M,431360705,1996-09-08
11198,Rodrigo Vasconcelos Duarte,Maria Cecília Pacheco Duarte,M,316350805,2000-11-29
11199,Luiz Gustavo Camargo Barros,Larissa Sousa Barros,M,410250505,2009-10-26
11200,Laura Sales Nascimento,Sophie Ramos Nascimento,F,312320505,1999-11-30
11201,Maria Eduarda da Conceição GUERRA da Cunha,Hadassa da Costa DA ROSA da Cunha,F,231350007,2011-03-16
11202,Melina Teixeira Cardoso,Milena Rezende Cardoso,F,431162705,1997-07-26
11203,Francisco Fernandes da Paz,Maria Julia Freitas da Paz,M,291905805,2000-03-23
11204,Manuella Viana Viana,Carolina Pastor Viana,F,230600907,2012-12-20
11205,Luiz Felipe Nogueira Camargo,Mariana Silva Camargo,M,220672005,1999-10-30
11206,Lucca Ferreira Correia,Cecilia Costela Correia,M,160040205,1986-07-31
11207,Nicole Oliveira Sousa,Brenda Moura Sousa,F,430870615,1981-02-27
11208,Maria Sophia da Rosa GARCIA Nascimento,Ana Lívia Rocha Nascimento,F,431680807,2005-11-05
11209,Natália Pastor Gonçalves,Maria Luísa Siqueira Gonçalves,F,521056205,1994-10-18
11210,Brayan Correia Correia,Lívia Pereira Correia,M,251675505,2013-12-25
11211,Mateus Alves Nogueira,Rebeca da Conceição FERREIRA Nogueira,M,350260605,1973-04-07
11212,Luiz Fernando Farias Viana,Mariah Nascimento Viana,M,350530205,2019-05-07
11213,Rael Alves Andrade,Ana Júlia Martins Andrade,M,230423640,1999-10-01
11214,Maria Eduarda Pires Jesus,Esther Oliveira Jesus,F,410850205,2015-12-30
11215,Ana Julia Moreira Porto,Esther Porto Porto,F,354260205,1983-12-29
11216,Sabrina Pinto da Rocha,Kamilly Guerra da Rocha,F,293010525,2010-08-11
11217,Oliver Pastor Rios,Maria Helena Cavalcante Rios,M,430520713,2004-09-16
11218,Maria Sampaio Aragão,Manuella Macedo Aragão,F,260760405,1971-03-23
11219,Cauê Lima Siqueira,Bárbara Mendes Siqueira,M,171888105,2009-02-25
11220,Thales Azevedo Gomes,Yasmin Rezende Gomes,M,315320205,2011-07-03
11221,Heloísa Ramos Dias,Ana Vitória Nunes Dias,F,420150505,1994-02-24
11222,Maria Clara Correia Alves,Emanuella Costela Alves,F,314870710,2009-02-10
11223,Thiago Rezende Castro,Stella Vieira Castro,M,350560905,1980-06-02
11224,Cauã Nogueira Alves,Fernanda Vieira Alves,M,311310705,1972-01-20
11225,Rebeca Nogueira Caldeira,Alexia Cirino Caldeira,F,280150405,2016-04-08
11226,Ian Vargas da Cunha,Alana Garcia da Cunha,M,260480905,1972-04-21
11227,Maria Luísa Cirino Barros,Ana Luiza Nogueira Barros,F,521200605,2020-07-12
11228,Francisco Guerra Sampaio,Melissa Casa Grande Sampaio,M,291410905,2015-07-27
11229,Olivia Silveira Pastor,Julia Nogueira Pastor,F,354070505,2017-06-20
11230,Joana da Cruz FERREIRA Nascimento,Aurora Andrade Nascimento,F,230970635,2021-09-02
11231,Liam Gomes Brito,Nina Fernandes Brito,M,431750907,2016-03-16
11232,Emilly Andrade da Cruz,Juliana Leão da Cruz,F,430780705,2005-05-31
11233,Davi Luiz Aparecida Fonseca,Fernanda Novais Fonseca,M,410960910,1979-11-18
11234,Maysa Guerra Lima,Julia Costela Lima,F,500720805,1998-06-01
11235,Ana Vitória da Paz MENDONÇA Santos,Alexia Teixeira Santos,F,500320720,2010-02-07
11236,Rael Sales Moura,Ana Júlia Alves Moura,M,353070615,1978-02-25
11237,Maya Fogaça Barros,Allana Aparecida Barros,F,292950310,1997-03-05
11238,Maria Flor Rios Barbosa,Maria da Rocha DA ROCHA Barbosa,F,270915205,1997-07-12
11239,Ana Júlia Costa Pinto,Camila Farias Pinto,F,250660810,2022-07-09
11240,Davi Lucas Campos Ferreira,Alícia Caldeira Ferreira,M,316750905,1973-11-28
11241,Apollo Aparecida Rios,Maitê Abreu Rios,M,421430010,1972-12-01
11242,Diogo Cassiano Borges,Letícia Fogaça Borges,M,316045405,2004-03-02
11243,Benício Rodrigues Caldeira,Elisa Novaes Caldeira,M,412520915,2008-10-16
11244,Isabella Alves Porto,Isadora Brito Porto,F,431515610,1991-04-11
11245,Maria Alice Pacheco Santos,Larissa Vargas Santos,F,354960705,1995-06-17
11246,Letícia Casa Grande Aparecida,Carolina Pereira Aparecida,F,230655310,1991-02-20
11247,Ísis Gomes Alves,Zoe Costela Alves,F,110015505,2018-02-12
11248,Daniel Vargas Mendes,Olívia Novaes Mendes,M,220060805,1984-12-23
11249,Luan da Cruz NOGUEIRA Macedo,Camila Fogaça Macedo,M,260370210,2011-04-10
11250,Lunna da Conceição SÁ Barbosa,Eloah Cunha Barbosa,F,354860905,1979-04-14
11251,Mariane Silveira da Rosa,Isabel Sá da Rosa,F,290630305,2008-09-11
11252,Julia da Cruz BARBOSA Nascimento,Maria Cecília Silveira Nascimento,F,250350605,1988-04-26
11253,Marina da Cruz CUNHA Melo,Marcela Almeida Melo,F,230350110,2021-08-15
11254,João Miguel Martins Mendonça,Kamilly Cavalcanti Mendonça,M,353625705,1981-10-13
11255,Luiza Melo da Conceição,Nina Porto da Conceição,F,160005505,1971-03-21
11256,Aurora Moura Sá,Alana da Rosa VIANA Sá,F,311545805,1977-01-21
11257,Vitória Borges Macedo,Melissa Pimenta Macedo,F,150690605,1990-10-02
11258,Kamilly Costa Andrade,Bella Cavalcante Andrade,F,251520305,2020-12-04
11259,José Miguel Cirino Rios,Maria Isis Aparecida Rios,M,250053605,1977-12-02
11260,Kamilly Fonseca Borges,Melina Peixoto Borges,F,221037505,1997-09-29
11261,Nina Marques Costela,Eloá Lopes Costela,F,290730125,2018-02-27
11262,João Pires da Cunha,Olivia Brito da Cunha,M,290170005,2008-10-08
11263,Ana Carolina Machado Nascimento,Maya Leão Nascimento,F,316100730,1991-02-23
11264,Nicole das Neves SILVEIRA Pimenta,Giovanna Campos Pimenta,F,292595605,1970-04-11
11265,Raquel Nunes Freitas,Antonella Albuquerque Freitas,F,353560605,2008-12-06
11266,Eloah Melo da Conceição,Ana Laura Castro da Conceição,F,317052925,1990-02-13
